0 0x00800414
1 0x0080078e
0 0x00800180
1 0x008006ec
0 0x00800b22
0 0x00800975
2 0x3
0 0x00800a64
1 0x00800afb
1 0x00800b9d
0 0x00800c38
1 0x008008d8
0 0x00800ad4
1 0x00800f3c
0 0x008006a8
2 0x2
1 0x008001ef
1 0x0080081f
2 0x2
1 0x00800d8a
2 0x3
0 0x008007af
1 0x008006a1
1 0x008008c7
2 0x3
0 0x00800c74
1 0x008005ed
0 0x00800782
1 0x00800a5a
0 0x00800fb6
0 0x008008a2
2 0x2
1 0x00800f3d
2 0x3
1 0x00800a8c
0 0x00800623
0 0x0080084c
0 0x008006d1
2 0x3
2 0x2
2 0x3
1 0x008006a1
1 0x00800754
0 0x00800a2a
0 0x00800dc6
1 0x00800084
2 0x2
0 0x0080073f
1 0x008003fe
0 0x00800582
0 0x0080028d
0 0x00800a81
1 0x00800746
1 0x00800794
1 0x0080062f
0 0x00800422
0 0x00800f72
0 0x0080039b
0 0x00800090
0 0x00800721
1 0x008008b7
2 0x3
0 0x00800651
1 0x00800a8e
0 0x00800bcc
0 0x00800e02
0 0x00800dbc
1 0x00800be6
1 0x00800216
0 0x00800973
2 0x3
0 0x0080060c
0 0x0080034a
1 0x00800976
0 0x00800f01
1 0x00800810
1 0x008009cb
2 0x3
0 0x00800db8
0 0x0080056c
1 0x00800aca
1 0x00800eea
1 0x00800c49
2 0x2
0 0x0080015a
0 0x00800e93
1 0x00800c25
1 0x008005e3
0 0x008004a8
1 0x0080022a
0 0x00800521
0 0x00800615
2 0x2
2 0x3
1 0x00800139
0 0x0080090e
1 0x008005d6
2 0x2
1 0x008001b9
1 0x00800032
0 0x00800177
0 0x00800301
1 0x00800297
0 0x00800ae4
0 0x008006f6
2 0x3
2 0x3
1 0x00800508
1 0x008000a2
1 0x00800b9f
1 0x00800642
0 0x00800106
2 0x3
0 0x00800c8f
1 0x00800a96
0 0x008008aa
0 0x008003f1
1 0x0080016e
2 0x3
1 0x00800f0d
1 0x008000a8
1 0x00800caf
2 0x3
0 0x008008b5
0 0x008003eb
0 0x0080066d
0 0x00800baa
0 0x008004a7
1 0x008007e4
0 0x0080019d
1 0x0080013b
0 0x008002df
0 0x00800d25
2 0x3
1 0x00800205
2 0x2
0 0x00800c79
0 0x008002d9
0 0x008000c6
0 0x0080040a
1 0x00800cee
1 0x008008a9
1 0x0080002c
1 0x008002be
0 0x00800cb0
1 0x00800f9e
0 0x00800b11
0 0x0080097f
1 0x00800fbb
2 0x3
0 0x008009cc
1 0x0080001e
1 0x00800803
2 0x3
2 0x2
1 0x00800afd
0 0x00800b67
1 0x00800f8e
0 0x00800ebe
1 0x0080028d
0 0x008004fd
1 0x00800d95
0 0x00800b38
1 0x00800983
0 0x00800e58
1 0x008002d2
1 0x0080037b
2 0x2
1 0x00800b79
1 0x0080083d
2 0x2
0 0x00800ced
0 0x00800447
0 0x00800f59
2 0x2
0 0x00800f8a
2 0x3
1 0x00800702
1 0x00800f59
1 0x0080099c
0 0x00800a91
0 0x0080060f
0 0x00800f5b
1 0x00800943
0 0x00800d5d
0 0x0080048e
0 0x0080045f
1 0x00800d51
0 0x008008b9
1 0x00800db0
0 0x00800920
2 0x2
0 0x00800e76
2 0x2
0 0x008008b9
0 0x00800133
1 0x008006fe
1 0x00800c23
0 0x008001fb
1 0x0080059a
