2 0x2
1 0x00800d5e
1 0x00800406
0 0x0080094c
1 0x00800a37
1 0x008008b4
2 0x3
2 0x2
1 0x00800e86
0 0x008008f7
0 0x00800061
0 0x0080022f
1 0x00800ffa
0 0x00800fec
2 0x3
1 0x00800ca2
1 0x00800fb2
2 0x3
1 0x00800b71
0 0x008007d7
1 0x00800803
1 0x00800a96
2 0x3
1 0x008007c9
1 0x00800d08
0 0x00800e06
2 0x3
1 0x008004f3
1 0x008004fd
1 0x00800830
0 0x00800c8c
2 0x2
2 0x2
2 0x2
0 0x0080045e
0 0x00800c11
1 0x008003ea
2 0x2
0 0x008000e8
0 0x008003fd
0 0x008001d7
2 0x2
0 0x008005f8
0 0x00800bc1
0 0x0080062b
0 0x0080026c
2 0x2
0 0x00800493
0 0x008004ef
0 0x00800e6e
1 0x00800dcc
0 0x00800790
2 0x2
1 0x00800d6a
1 0x00800c9d
2 0x2
1 0x008007ca
0 0x00800dfd
2 0x3
1 0x00800a73
0 0x00800aba
0 0x0080021b
0 0x00800741
0 0x00800fe9
1 0x0080012d
0 0x008009fc
1 0x0080041b
1 0x0080086b
0 0x00800091
0 0x008001c7
0 0x008003da
0 0x008002e8
0 0x0080037a
1 0x00800743
1 0x00800366
0 0x00800ba9
2 0x3
0 0x00800e1a
0 0x00800eba
1 0x008005db
0 0x008009c4
1 0x008004ee
1 0x0080019e
0 0x00800d73
0 0x00800cfe
1 0x00800a32
0 0x00800e3b
0 0x00800015
1 0x008004e4
2 0x2
1 0x00800313
1 0x00800644
0 0x00800c0e
0 0x00800411
0 0x008009dd
2 0x3
2 0x2
1 0x00800c6f
1 0x008004a6
1 0x00800243
1 0x008007bf
1 0x00800b83
2 0x3
2 0x3
0 0x008007d2
1 0x00800b21
0 0x0080095f
0 0x00800123
0 0x00800ce6
0 0x00800cc6
0 0x0080020e
2 0x3
1 0x00800705
1 0x008001cb
1 0x00800189
0 0x00800b72
0 0x00800e51
0 0x00800677
2 0x3
0 0x00800777
0 0x00800cf4
0 0x00800649
1 0x00800462
1 0x00800b49
1 0x00800f64
0 0x00800c2f
2 0x2
0 0x00800671
2 0x3
2 0x2
1 0x00800a66
0 0x00800046
0 0x00800bab
1 0x00800e7c
0 0x0080063d
2 0x2
0 0x008007d6
2 0x2
1 0x008007b6
0 0x00800779
0 0x0080059a
1 0x00800887
2 0x2
1 0x00800ecc
1 0x00800759
1 0x00800070
2 0x3
1 0x00800415
0 0x008000dd
1 0x00800fe0
1 0x0080027e
1 0x00800f78
0 0x0080089b
2 0x3
1 0x008007f8
1 0x00800b08
1 0x0080013a
1 0x008004dd
1 0x00800a74
0 0x00800822
1 0x0080098a
0 0x00800cc4
0 0x008004ed
1 0x008008fb
1 0x008000fa
2 0x2
1 0x00800db4
1 0x008005b2
1 0x008005cd
1 0x00800de9
0 0x00800ebf
0 0x00800edf
0 0x00800197
2 0x3
1 0x008002f7
0 0x008003bb
1 0x00800667
2 0x3
1 0x00800be1
1 0x00800882
0 0x008005e1
1 0x008002cb
1 0x0080070d
0 0x00800509
2 0x2
2 0x2
1 0x0080013b
2 0x3
1 0x008003c9
2 0x3
1 0x00800a34
2 0x3
1 0x00800185
2 0x2
0 0x008006b9
0 0x0080057b
0 0x00800ba6
1 0x00800f0a
0 0x00800dcb
0 0x008006e0
