0 0x008005eb
2 0x3
0 0x008009b0
1 0x00800426
0 0x00800fee
1 0x0080065a
0 0x008003b5
1 0x00800bdc
0 0x0080028c
0 0x008004d1
1 0x00800790
1 0x00800b6d
1 0x00800651
1 0x00800f6c
2 0x3
0 0x008007eb
1 0x00800c76
1 0x008006bd
1 0x0080092f
1 0x00800959
1 0x00800ae9
2 0x2
2 0x2
1 0x00800f6f
0 0x00800b6b
1 0x0080048f
1 0x00800da9
1 0x0080016a
0 0x00800691
2 0x2
1 0x00800df6
0 0x0080060b
1 0x008008d0
2 0x3
0 0x008004f4
0 0x00800998
0 0x00800f8a
1 0x0080027f
1 0x00800505
0 0x00800e58
2 0x3
1 0x00800a4d
2 0x2
1 0x008006e6
0 0x00800efb
1 0x00800856
1 0x0080002e
1 0x00800052
0 0x008000f6
1 0x00800775
1 0x008009bd
1 0x0080005a
0 0x00800f69
1 0x008004c7
1 0x008002d6
1 0x00800c21
1 0x008004ce
0 0x00800c5b
2 0x2
0 0x00800a75
2 0x2
1 0x00800a64
0 0x0080099c
1 0x00800acc
2 0x3
2 0x2
0 0x00800e28
1 0x00800399
0 0x00800879
2 0x3
2 0x2
2 0x3
2 0x2
2 0x3
1 0x008004ab
1 0x0080076f
1 0x008004a5
1 0x00800091
2 0x2
1 0x00800f17
2 0x3
0 0x00800084
1 0x008008b3
0 0x00800dc8
1 0x008001eb
2 0x2
0 0x00800e58
2 0x3
0 0x008007b2
0 0x0080080d
0 0x00800866
0 0x00800f06
2 0x2
1 0x00800f8d
2 0x3
2 0x2
0 0x008001f4
0 0x008002bd
1 0x00800ebf
2 0x2
2 0x2
1 0x008000cc
0 0x0080044c
1 0x008000d0
0 0x00800db6
0 0x008000bd
0 0x008007b9
2 0x2
1 0x0080050d
0 0x0080059e
1 0x00800962
1 0x0080030e
2 0x3
0 0x00800b74
0 0x00800911
1 0x0080075f
1 0x00800a2f
2 0x3
1 0x00800c29
1 0x00800f34
1 0x00800049
1 0x00800b1f
1 0x00800397
0 0x00800efb
1 0x008001f1
0 0x00800f06
2 0x3
1 0x00800905
0 0x00800793
1 0x008000b5
0 0x00800a8c
2 0x2
2 0x3
2 0x2
0 0x00800ac6
1 0x00800943
0 0x00800094
2 0x2
0 0x00800ef3
1 0x00800de9
0 0x008003df
2 0x2
1 0x0080040b
1 0x00800f05
1 0x00800f76
0 0x00800f91
2 0x2
1 0x0080027f
0 0x00800299
1 0x00800eaa
1 0x00800962
0 0x0080022e
0 0x00800258
1 0x00800ef4
1 0x00800abd
1 0x00800986
2 0x3
2 0x3
1 0x00800cdd
0 0x0080091e
1 0x008007b8
0 0x008006b1
2 0x3
0 0x0080077d
0 0x008007b3
2 0x2
2 0x3
0 0x0080077a
2 0x2
0 0x00800f56
1 0x008003df
2 0x3
0 0x00800e65
2 0x2
2 0x3
0 0x00800ba9
0 0x0080017b
1 0x00800093
1 0x0080001c
1 0x008006fa
0 0x0080035c
1 0x00800641
1 0x008001e8
2 0x2
0 0x00800703
2 0x3
1 0x00800ada
1 0x008004ba
1 0x008001b6
1 0x00800ac3
0 0x00800aab
1 0x008000f3
0 0x00800a55
0 0x008002dd
1 0x008001f8
0 0x00800ebb
1 0x008008e0
0 0x00800752
0 0x00800b49
0 0x00800c12
